[00:00:00.447 --> 00:00:08.051]  For those that are patiently holding the toll-free number to join us on air is 1-800-259-9231.
[00:00:09.292 --> 00:00:11.853]  Colonel Don DeGrand is an author.
[00:00:11.873 --> 00:00:13.835]  He's a military veteran.
[00:00:15.115 --> 00:00:24.841]  He put on a symposium a few years ago that made headlines in major newspapers in Portugal.
[00:00:25.221 --> 00:00:26.822]  We have one of those articles posted.
[00:00:27.728 --> 00:00:37.316]  And it says, a Portugal-based investigative journalist has presented the news with a version of the September 11th attacks that has to date failed to attract the attention of the international press.
[00:00:37.816 --> 00:00:47.824]  The report compiled by the Independent Inquiry and the September 11th World Trade Center attacks warns the American public that the government's official version of events does not stand up to scrutiny.
[00:00:47.844 --> 00:00:51.827]  And the man who put this on was Colonel Don DeGrande, who's an American,
[00:00:52.467 --> 00:01:12.203]  And the 72-hour non-stop symposium deliberation by a group of military and civilian pilots under the chairmanship of Colonel Don DeGrand after deliberating non-stop for 72 hours has concluded that the flight crews of the four passenger airliners involved in the September 11 tragedy had no control over their aircraft.
[00:01:13.524 --> 00:01:15.765]  And they get into how the Global has clearly carried it out.
[00:01:15.806 --> 00:01:18.668]  Now this was two years ago, folks!
[00:01:20.046 --> 00:01:21.267]  A very cutting-edge.
[00:01:21.347 --> 00:01:26.972]  Now, the mainstream foreign press has addressed it, and most Europeans believe the U.S.
[00:01:27.012 --> 00:01:28.073]  government carried it out.
[00:01:28.594 --> 00:01:38.042]  A lot of Americans are now waking up and talking to this trailblazer, cutting-edge pioneer, Colonel Don DeGrande.
[00:01:38.283 --> 00:01:40.645]  It's an honor, sir, to have you on the show.
[00:01:43.757 --> 00:01:45.821]  Hey Alex, it's good to be aboard.
[00:01:45.841 --> 00:01:47.383]  It's good to be here.
[00:01:47.403 --> 00:01:50.669]  We're going to break here in about a minute and a half, but give folks your bio.
[00:01:50.930 --> 00:01:52.853]  Tell us about Colonel Don DeGrande.
[00:01:53.955 --> 00:01:56.820]  Well, you've got part of the name correct.
[00:01:57.712 --> 00:01:59.954]  It's a hyphenated word.
[00:01:59.974 --> 00:02:01.716]  The last name, it's Granpre.
[00:02:02.136 --> 00:02:04.037]  Yes, Colonel Don DeGranpre.
[00:02:04.718 --> 00:02:11.844]  That's how I addressed you this morning on the website, but the Portugal newspaper just says Colonel Don DeGran, so... That's okay.
[00:02:11.924 --> 00:02:14.746]  I've talked to these guys and they're good.
[00:02:15.627 --> 00:02:17.148]  They almost got it correct.
[00:02:18.369 --> 00:02:19.670]  I'll give you a quick bio.
[00:02:21.151 --> 00:02:23.513]  I entered the military in 1944 as a
[00:02:25.951 --> 00:02:31.435]  Eighteen-year-old radio operator, Morse Code, and I was sent to Burma and China.
[00:02:32.175 --> 00:02:49.186]  I was attached to Detachment 101, which was OSS, and I operated out of Burma and then later on in Kunming, China, along with such notable people as a tall, skinny gal by the name of Julia Child.
[00:02:49.906 --> 00:02:55.190]  She's since put on a little weight and now she's doing television commercials, I guess.
[00:02:56.013 --> 00:03:14.480]  But I came back on active duty in 1950 as a commissioned officer, infantry airborne, and I got involved in the Korean praecus for a year and a half until I was wounded.
[00:03:14.500 --> 00:03:18.142]  Then I was shipped home for two years while I recuperated.
[00:03:19.170 --> 00:03:23.432]  And then I came back in... I tell you what, Colonel Don DeGrand Prix, let's stay right there.
[00:03:23.592 --> 00:03:26.153]  Let's recap when we get back and go through the rest of your bio.
[00:03:26.873 --> 00:03:33.115]  And then launch into this amazing symposium you put on two years ago and why you did it in Portugal.
[00:03:34.036 --> 00:03:34.776]  So stay with us.
