[00:00:05.715 --> 00:00:06.356]  Big Brother.
[00:00:07.016 --> 00:00:08.057]  Mainstream media.
[00:00:08.778 --> 00:00:09.919]  Government cover-ups.
[00:00:10.580 --> 00:00:11.361]  You want answers?
[00:00:12.121 --> 00:00:13.102]  Well, so does he.
[00:00:13.683 --> 00:00:17.346]  He's Alex Jones on the GCN Radio Network.
[00:00:17.867 --> 00:00:21.991]  And now, live from Austin, Texas, Alex Jones.
[00:00:30.739 --> 00:00:34.341]  Welcome, welcome everybody to the Alex Jones Show.
[00:00:34.461 --> 00:00:36.882]  It is the 29th day of July 2005.
[00:00:37.603 --> 00:00:41.685]  I'm Jack Blood, sitting in for Alex Jones.
[00:00:41.785 --> 00:00:47.428]  Alex is on assignment, working on his next stunning and shocking video.
[00:00:47.628 --> 00:00:49.729]  And, well, I think you can figure out where he might be.
[00:00:50.089 --> 00:00:58.413]  We're also joined today for the next three hours by none other than Erskine from Erskine Overnight, another great show here on Genesis Communications Radio Network.
[00:00:58.733 --> 00:00:59.654]  Erskine, how are you today?
[00:01:00.394 --> 00:01:01.195]  I'm doing fine.
[00:01:01.235 --> 00:01:02.096]  Good morning, Jack.
[00:01:02.136 --> 00:01:02.876]  Good to talk with you.
[00:01:02.896 --> 00:01:04.978]  You see, we're already off to a great start, folks.
[00:01:05.018 --> 00:01:09.342]  This is live talk radio, and that's why it's always entertaining.
[00:01:09.862 --> 00:01:11.163]  We have a great show today.
[00:01:11.203 --> 00:01:13.045]  We want to talk about CAFTA.
[00:01:13.765 --> 00:01:20.591]  Obviously, we're going to be talking about the London bombings, perhaps even getting a call here from Alex Jones himself sometime during the three-hour broadcast.
[00:01:21.628 --> 00:01:22.269]  I'm right here.
[00:01:22.289 --> 00:01:23.170]  Hopefully you can hear me.
[00:01:47.697 --> 00:01:50.138]  It's a pleasure to... Yes, we can hear you, Erskine.
[00:01:50.178 --> 00:01:53.059]  It is a pleasure to be with you, and it's a lot of fun doing this show.
[00:01:53.079 --> 00:01:59.521]  When I heard that, you know, we'd be asked to fill in, and I knew that I could join you today, I knew that we'd have a real barn burner for the listeners.
[00:02:00.121 --> 00:02:06.324]  There are a couple of issues that I think that you're not listening to if you're watching CNN or any of the other networks.
[00:02:06.764 --> 00:02:14.246]  One is the CAFTA that passed by two votes and is almost the final nail in the desolation of the United States.
[00:02:14.286 --> 00:02:15.687]  The other is the energy bill...
[00:02:16.347 --> 00:02:23.029]  And I think that's extraordinarily intriguing if you look at what the sellout that occurred to America on the energy bill.
[00:02:23.349 --> 00:02:26.370]  Erskine, I'm going to play a clip from the Lou Dobbs program.
[00:02:26.390 --> 00:02:32.772]  I believe this is about a month, month and a half old, but it is that important today where he talks about it.
[00:02:32.832 --> 00:02:35.093]  And so it's not just Erskine and Jack Blood.
[00:02:35.513 --> 00:02:36.574]  Who are talking about this.
[00:02:36.694 --> 00:02:50.425]  It is Lou Dobbs talking about and interviewing people from the Council on Foreign Relations, saying how by in the year 2010, Erskine will have a super state here, will no longer be the United States of America, will just be simply North America.
[00:02:50.445 --> 00:02:52.367]  And that is exactly what CAFTA is.
[00:02:52.667 --> 00:02:58.091]  You know, I got out, Erskine, and I know you did too, and I just implored the listeners to get out and to stop this.
[00:02:58.151 --> 00:03:02.975]  But, you know, George W. Bush used the old Pavlovian pork biscuit theory
[00:03:03.295 --> 00:03:05.717]  ...technique to make sure that everybody was on board.
[00:03:05.777 --> 00:03:07.499]  He bought all the votes he needed to.
[00:03:07.739 --> 00:03:11.382]  And this thing, Kasta Erskine, passed by two votes.
[00:03:12.658 --> 00:03:13.339]  Absolutely.
[00:03:13.359 --> 00:03:16.181]  It is the final desolation of the United States.
[00:03:16.521 --> 00:03:23.987]  However, by 2009, there will not be enough money to pay off just the interest on the national debt.
[00:03:24.027 --> 00:03:26.729]  So we're going to go into receivership by 2009.
[00:03:27.129 --> 00:03:35.315]  The United States is going broke 2009, according to the General Accounting Office, and they're still just spending money on top of money on top of money.
[00:03:35.875 --> 00:03:41.542]  I've heard that exact year predicted for several years now, and it always amazes me.
[00:03:41.682 --> 00:03:47.708]  I don't know how much stock you put into this, Erskine, but 2009, if you add up the two and the nine, you get another 11.
[00:03:48.329 --> 00:03:50.411]  We are bombarded by 11s.
[00:03:50.451 --> 00:03:51.833]  Are they trying to tell us something, Erskine?
[00:03:52.573 --> 00:03:54.816]  I think they certainly are trying to tell us something.
